4;0.60206;0.60206;4;18.963;
6;1.4314;0.60206;4;20.103;
8;2.0128;0.60206;5;20.602;
11;1.7782;0.60206;8;24.749;
12;0;0;3;21.096;
22;1.1761;1.5051;2;18.271;
32;0.60206;1.8062;5;17.699;
33;2.3962;1.8062;2;18.532;
37;1.8751;1.8751;7;22.036;
45;1.6628;1.6628;6;18.684;
66;2;2.1847;2;20.354;
68;2.6812;2.1367;4;21.663;
87;0;2.3541;4;17.953;
93;2.3032;2.1271;7;16.374;
